2, 100, 0.005668
2, 200, 0.047566
2, 400, 0.431850
2, 600, 1.708378
2, 800, 3.879725
2, 1000, 7.711827
2, 1500, 32.877748
2, 2000, 109.978810
4, 100, 0.005889
4, 200, 0.048297
4, 400, 0.439440
4, 600, 1.608479
4, 800, 3.883288
4, 1000, 7.789262
4, 1500, 29.566853
4, 2000, 103.400402
10, 100, 0.006281
10, 200, 0.048170
10, 400, 0.438537
10, 600, 1.638755
10, 800, 3.829075
10, 1000, 7.573840
10, 1500, 29.319282
10, 2000, 94.820329
2, 100, 0.005573
2, 200, 0.049867
2, 400, 0.431616
2, 600, 1.593496
2, 800, 3.844839
2, 1000, 7.562874
2, 1500, 30.460405
2, 2000, 97.391448
4, 100, 0.005740
4, 200, 0.047855
4, 400, 0.433671
4, 600, 1.590959
4, 800, 3.893718
4, 1000, 7.503024
4, 1500, 29.552080
4, 2000, 98.245688
10, 100, 0.006159
10, 200, 0.048242
10, 400, 0.432494
10, 600, 1.668845
10, 800, 3.855067
10, 1000, 7.486057
10, 1500, 29.090250
10, 2000, 93.510271
2, 100, 0.005671
2, 200, 0.047934
2, 400, 0.446948
2, 600, 1.638028
2, 800, 3.817689
2, 1000, 7.684859
2, 1500, 30.152294
2, 2000, 92.808782
4, 100, 0.005786
4, 200, 0.048554
4, 400, 0.435882
4, 600, 1.605214
4, 800, 3.884611
4, 1000, 7.502773
4, 1500, 29.596066
4, 2000, 88.203519
10, 100, 0.006198
10, 200, 0.048324
10, 400, 0.437946
10, 600, 1.604168
10, 800, 3.784519
10, 1000, 7.420512
10, 1500, 29.613164
10, 2000, 86.660212
2, 100, 0.005568
2, 200, 0.048045
2, 400, 0.462156
2, 600, 1.614526
2, 800, 3.842366
2, 1000, 7.497465
2, 1500, 30.194196
2, 2000, 92.201198
4, 100, 0.005834
4, 200, 0.048318
4, 400, 0.436045
4, 600, 1.593445
4, 800, 3.877016
4, 1000, 7.604263
4, 1500, 29.500797
4, 2000, 102.087567
10, 100, 0.006310
10, 200, 0.048999
10, 400, 0.433418
10, 600, 1.612520
10, 800, 3.867756
10, 1000, 7.662381
10, 1500, 29.238856
10, 2000, 90.206516
2, 100, 0.005697
2, 200, 0.048041
2, 400, 0.432422
2, 600, 1.635537
2, 800, 3.846265
2, 1000, 7.535734
2, 1500, 32.365680
2, 2000, 103.990793
4, 100, 0.005826
4, 200, 0.047785
4, 400, 0.435825
4, 600, 1.649451
4, 800, 3.857495
4, 1000, 7.596661
4, 1500, 30.641557
4, 2000, 96.586600
10, 100, 0.006287
10, 200, 0.050155
10, 400, 0.437242
10, 600, 1.656507
10, 800, 3.886043
10, 1000, 7.767282
10, 1500, 29.771384
10, 2000, 89.511818
2, 100, 0.005675
2, 200, 0.047999
2, 400, 0.450848
2, 600, 1.660084
2, 800, 3.808694
2, 1000, 7.713263
2, 1500, 29.756198
2, 2000, 100.835350
4, 100, 0.005715
4, 200, 0.048009
4, 400, 0.432904
4, 600, 1.581993
4, 800, 3.817191
4, 1000, 7.570159
4, 1500, 31.962772
4, 2000, 100.751788
10, 100, 0.006208
10, 200, 0.048518
10, 400, 0.453214
10, 600, 1.593074
10, 800, 3.868356
10, 1000, 7.651061
10, 1500, 29.180792
10, 2000, 88.965615
2, 100, 0.005555
2, 200, 0.048815
2, 400, 0.445506
2, 600, 1.618859
2, 800, 3.924863
2, 1000, 7.605563
2, 1500, 31.054205
2, 2000, 98.420702
4, 100, 0.005827
4, 200, 0.049295
4, 400, 0.437994
4, 600, 1.621800
4, 800, 3.759006
4, 1000, 7.414835
4, 1500, 30.860727
4, 2000, 94.527279
10, 100, 0.006233
10, 200, 0.048587
10, 400, 0.436945
10, 600, 1.647785
10, 800, 3.799619
10, 1000, 7.474397
10, 1500, 29.570894
10, 2000, 87.956024
2, 100, 0.005615
2, 200, 0.050430
2, 400, 0.439357
2, 600, 1.667529
2, 800, 3.801387
2, 1000, 7.658844
2, 1500, 32.374095
2, 2000, 101.639608
4, 100, 0.005757
4, 200, 0.047588
4, 400, 0.432462
4, 600, 1.601599
4, 800, 3.802706
4, 1000, 7.603522
4, 1500, 29.382409
4, 2000, 100.785867
10, 100, 0.006283
10, 200, 0.048186
10, 400, 0.436432
10, 600, 1.703686
10, 800, 3.881874
10, 1000, 7.639950
10, 1500, 29.575019
10, 2000, 87.205609
2, 100, 0.005619
2, 200, 0.047562
2, 400, 0.432621
2, 600, 1.673316
2, 800, 3.880789
2, 1000, 7.626056
2, 1500, 30.155843
2, 2000, 104.833542
4, 100, 0.005731
4, 200, 0.048085
4, 400, 0.435581
4, 600, 1.583683
4, 800, 4.001497
4, 1000, 7.693373
4, 1500, 29.803365
4, 2000, 100.363686
10, 100, 0.006229
10, 200, 0.047851
10, 400, 0.432118
10, 600, 1.649420
10, 800, 3.875086
10, 1000, 7.535150
10, 1500, 29.505410
10, 2000, 92.226588
2, 100, 0.005714
2, 200, 0.049069
2, 400, 0.432188
2, 600, 1.693333
2, 800, 3.957426
2, 1000, 7.793321
2, 1500, 31.475644
2, 2000, 102.849807
4, 100, 0.005733
4, 200, 0.048825
4, 400, 0.441690
4, 600, 1.607931
4, 800, 3.930033
4, 1000, 7.661589
4, 1500, 29.716518
4, 2000, 106.706277
10, 100, 0.006215
10, 200, 0.049702
10, 400, 0.439273
10, 600, 1.595263
10, 800, 3.897921
10, 1000, 7.673131
10, 1500, 30.280417
10, 2000, 93.187799
