2, 100, 0.6140
2, 200, 0.44464
2, 400, 0.342721
2, 600, 1.149340
2, 800, 2.908754
2, 1000, 6.587766
2, 1500, 36.720659
2, 2000, 97.264575
4, 100, 0.7139
4, 200, 0.55647
4, 400, 0.408874
4, 600, 1.522373
4, 800, 4.287327
4, 1000, 7.709079
4, 1500, 39.409339
4, 2000, 111.719630
10, 100, 0.11109
10, 200, 0.67759
10, 400, 0.594949
10, 600, 2.127275
10, 800, 7.421809
10, 1000, 16.268125
10, 1500, 67.211028
10, 2000, 180.901805
2, 100, 0.5562
2, 200, 0.42864
2, 400, 0.325039
2, 600, 1.125254
2, 800, 3.51343
2, 1000, 6.599182
2, 1500, 37.97377
2, 2000, 98.569089
4, 100, 0.8805
4, 200, 0.61942
4, 400, 0.414039
4, 600, 1.610106
4, 800, 3.183089
4, 1000, 6.614981
4, 1500, 39.505044
4, 2000, 112.306973
10, 100, 0.10396
10, 200, 0.83068
10, 400, 0.626659
10, 600, 2.155000
10, 800, 7.376187
10, 1000, 16.869463
10, 1500, 67.726259
10, 2000, 181.410
2, 100, 0.5213
2, 200, 0.42282
2, 400, 0.301995
2, 600, 1.136836
2, 800, 2.862878
2, 1000, 6.621291
2, 1500, 36.627189
2, 2000, 100.581399
4, 100, 0.8794
4, 200, 0.53679
4, 400, 0.365174
4, 600, 1.317995
4, 800, 4.46391
4, 1000, 8.365866
4, 1500, 38.422181
4, 2000, 111.125416
10, 100, 0.9266
10, 200, 0.73065
10, 400, 0.627749
10, 600, 2.145360
10, 800, 7.30282
10, 1000, 16.744261
10, 1500, 68.245267
10, 2000, 181.876081
2, 100, 0.5614
2, 200, 0.41162
2, 400, 0.307375
2, 600, 1.159026
2, 800, 2.881238
2, 1000, 7.288105
2, 1500, 38.10751
2, 2000, 101.113897
4, 100, 0.9583
4, 200, 0.57086
4, 400, 0.396699
4, 600, 1.316710
4, 800, 3.137066
4, 1000, 7.998130
4, 1500, 40.255732
4, 2000, 122.3918
10, 100, 0.12431
10, 200, 0.60367
10, 400, 0.666166
10, 600, 2.184667
10, 800, 7.258587
10, 1000, 16.505460
10, 1500, 68.796691
10, 2000, 182.785527
2, 100, 0.5862
2, 200, 0.43338
2, 400, 0.334549
2, 600, 1.125236
2, 800, 3.136655
2, 1000, 6.445525
2, 1500, 37.314334
2, 2000, 100.893830
4, 100, 0.8951
4, 200, 0.53814
4, 400, 0.321026
4, 600, 1.340022
4, 800, 3.657606
4, 1000, 7.985407
4, 1500, 39.68760
4, 2000, 111.716843
10, 100, 0.11455
10, 200, 0.83689
10, 400, 0.601965
10, 600, 2.227869
10, 800, 7.76943
10, 1000, 16.606143
10, 1500, 68.746246
10, 2000, 184.281307
2, 100, 0.6638
2, 200, 0.50201
2, 400, 0.345679
2, 600, 1.152441
2, 800, 2.855450
2, 1000, 6.887159
2, 1500, 37.568938
2, 2000, 100.349022
4, 100, 0.3522
4, 200, 0.59906
4, 400, 0.378417
4, 600, 1.299480
4, 800, 3.270223
4, 1000, 7.812265
4, 1500, 40.500541
4, 2000, 114.620265
10, 100, 0.9870
10, 200, 0.80838
10, 400, 0.723088
10, 600, 2.202435
10, 800, 7.100111
10, 1000, 17.7904
10, 1500, 68.541237
10, 2000, 183.225537
2, 100, 0.5899
2, 200, 0.44422
2, 400, 0.317578
2, 600, 1.133388
2, 800, 2.830271
2, 1000, 6.771255
2, 1500, 37.583401
2, 2000, 100.103755
4, 100, 0.6228
4, 200, 0.65711
4, 400, 0.390272
4, 600, 1.437738
4, 800, 3.225008
4, 1000, 6.690717
4, 1500, 40.426171
4, 2000, 113.176094
10, 100, 0.11168
10, 200, 0.90304
10, 400, 0.612701
10, 600, 2.194091
10, 800, 6.994706
10, 1000, 16.357029
10, 1500, 75.970393
10, 2000, 190.241428
2, 100, 0.6058
2, 200, 0.46165
2, 400, 0.306155
2, 600, 1.157373
2, 800, 3.37293
2, 1000, 7.291269
2, 1500, 36.805704
2, 2000, 98.166680
4, 100, 0.9383
4, 200, 0.55548
4, 400, 0.384621
4, 600, 1.498203
4, 800, 4.63185
4, 1000, 7.134945
4, 1500, 40.119846
4, 2000, 112.416556
10, 100, 0.11561
10, 200, 0.80144
10, 400, 0.619367
10, 600, 2.200019
10, 800, 7.449916
10, 1000, 17.141320
10, 1500, 68.297810
10, 2000, 182.725926
2, 100, 0.6282
2, 200, 0.45815
2, 400, 0.316166
2, 600, 1.147547
2, 800, 3.156741
2, 1000, 6.474436
2, 1500, 36.181319
2, 2000, 98.217685
4, 100, 0.9550
4, 200, 0.59618
4, 400, 0.403652
4, 600, 1.252081
4, 800, 3.269234
4, 1000, 7.782744
4, 1500, 39.475843
4, 2000, 111.850619
10, 100, 0.12288
10, 200, 0.73023
10, 400, 0.745647
10, 600, 2.162663
10, 800, 7.289038
10, 1000, 16.664147
10, 1500, 67.927509
10, 2000, 183.272945
2, 100, 0.5482
2, 200, 0.45313
2, 400, 0.337842
2, 600, 1.134074
2, 800, 3.78390
2, 1000, 6.568475
2, 1500, 36.141843
2, 2000, 97.917375
4, 100, 0.8804
4, 200, 0.55536
4, 400, 0.350521
4, 600, 1.314991
4, 800, 3.284219
4, 1000, 7.901275
4, 1500, 41.113468
4, 2000, 115.345605
10, 100, 0.12303
10, 200, 0.94692
10, 400, 0.613968
10, 600, 2.259821
10, 800, 7.189834
10, 1000, 16.840033
10, 1500, 68.236302
10, 2000, 187.297671
